instruction,answer
以乐氏骑龙上碧天为出句，续写律诗,东吴遗宅尚依然。悟来大道无多事，真后丹元不值钱。老树夜风虫咬叶，古垣春雨藓生砖。松倾鹤死桑田变，华表归乡未有年。
以虽小天然别为出句，续写律诗,难将众木同。侵僧半窗月，向客满襟风。枝拂行苔鹤，声分叫砌虫。如今未堪看，须是雪霜中。
创作一首流泪诗，律诗,匈奴十月寇边关，壮士于今未解颜。报国此身堪自许，清时何意送君还。百年交定风尘际，万死恩深涕泪间。惆怅河梁成往迹，相思频上蓟门山。
续写律诗，地耸苍龙势抱云,天教青共众材分。孤标百尺云中见，长啸一声风里闻。桃李傍他真是佞，藤萝攀尔亦非群。平生相爱应相识，谁道修篁胜此君。
续写律诗，不阻兵散乱,穿杨已迭双。文深李北海，诗净贾长江。退隐斸山药，醉眠凭酒缸。年年搜草泽，未便老书窗。
请仿写白居易的诗,少睡多愁客，中宵起望乡。沙明连浦月，帆白满船霜。近海江弥阔，迎秋夜更长。烟波三十宿，犹未到钱唐。
创作一首思乡诗,青烟一点望依然，马首苍茫又著鞭。此地空斟桑落酒，故园已过菊花天。薄游岁月清霜候，归路关山黄叶前。惟有离心汾水上，应随秋雁共年年。
以江岸一相见为出句，续写律诗,空令惜此分。夕阳行带月，酌水少留君。野地初烧草，荒山过雪云。明年还调集，蝉可在家闻。
以水木清凉夜直厅为出句，续写绝句,愁人楼上唱寒更。坐劳同步帘前月，鼠动床头印锁声。
创作一首山水诗，律诗,落日维舟石鼓村，道傍茅屋几家存。云开玉女支机石，雨过金公种橘园。鸡大曾闻升碧落，豺狼欲出傍黄昏。山阴道士遥相忆，乘兴何由一叩门。
续写律诗，扰扰复翻翻,黄昏飏冷烟。毛欺皇后发，声感楚姬弦。蔓垒盘风下，霜林接翅眠。秪如西旅样，头白岂无缘。
写一首送别诗,献捷灵州倅，归时宠拜新。论边多称旨，许国誓亡身。马渴黄河冻，雁回青冢春。到蕃唯促战，应不肯和亲。
以怀人为主题，写一首诗,故人过我竹间庐，襟抱重开十载馀。亲老共荣毛义檄，官清仍载邺侯书。潇湘景好何妨远，邹鲁风回定不虚。去矣一毡堪卧起，等閒尘土莫驱车。
以田园为主题，写一首律诗,孤村气萧瑟，几日雨昏昏。野水乱侵岸，溪云欲到门。数家依柘影，一径积苔痕。赖有忘机客，翛然共酒尊。
创作一首思乡诗,世难那堪恨旅游，龙钟更是对穷秋。故园千里数行泪，邻杵一声终夜愁。月到寒窗空皓皛，风翻落叶更飕飗。此心不向常人说，倚识平津万户侯。
续写律诗，野风吹蕙带,骤雨滴兰桡。屈宋魂冥寞，江山思寂寥。阴霓侵晚景，海树入回潮。欲折寒芳荐，明神讵可招。
以遥想长淮尽为出句，续写律诗,荒堤楚路斜。戍旌标白浪，罟网入青葭。啼鸟仍临水，愁人更见花。东堂一枝在，为子惜年华。
以骏马淮南客为出句，续写律诗,归时引望新。江声六合暮，楚色万家春。白苧歌西曲，黄苞寄北人。不知心赏后，早晚见行尘。
创作一首想家诗,塞草黄来见雁稀，陇云白后少人归。新丝强入未衰鬓，别泪应沾独宿衣。几夕精诚拜初月，每秋河汉对空机。更看出猎相思苦，不射秋田朝雉飞。
请仿写白居易的诗,记得旧诗章，花多数洛阳。及逢枝似雪，已是鬓成霜。向后光阴促，从前事意忙。无因重年少，何计驻时芳。欲送愁离面，须倾酒入肠。白头无藉在，醉倒亦何妨。
请仿写李商隐的诗,丹灶三年火，苍崖万岁藤。樵归说逢虎，棋罢正留僧。星斗同秦分，人烟接汉陵。东流清渭苦，不尽照衰兴。
写一首怀人诗,公子风流玉雪姿，别来怜我倍相思。云连远树关山隔，月映虚堂梦寐驰。学武已闻閒骑射，修文犹喜业诗书。他年继述安边峤，会有芳名圣主知。
续写律诗，睿泽覃来数百年,海山高处有祇园。禅林自是三三界，尘世谁知十二门。诗客迢迢寻义路，禅翁特特起谈轩。香炉顶上垂东注，万派分明出一源。
请仿写白居易的诗,扶杖起病初，策马力未任。既懒出门去，亦无客来寻。以此遂成闲，闲步绕园林。天晓烟景澹，树寒鸟雀深。一酌池上酒，数声竹间吟。寄言东曹长，当知幽独心。
续写绝句，萧萧山路穷秋雨,淅淅溪风一岸蒲。为问寒沙新到雁，来时还下杜陵无。
续写律诗，莲塘移画舸,泛泛日华清。水暖鱼频跃，烟秋雁早鸣。舞疑回雪态，歌转遏云声。客散山公醉，风高月满城。
续写绝句，新野旧楼名,浔阳胜赏情。照人长一色，江月共凄清。
续写律诗，梦后何人见,孤亭似旧时。褰开诚得地，冥感竟因诗。不往过应少，悲来下独迟。顾惭非谢客，灵贶杳难追。
请仿写杜甫的诗,昔我游山东，忆戏东岳阳。穷秋立日观，矫首望八荒。朱崖著毫发，碧海吹衣裳。蓐收困用事，玄冥蔚强梁。逝水自朝宗，镇名各其方。平原独憔悴，农力废耕桑。非关风露凋，曾是戍役伤。于时国用富，足以守边疆。朝廷任猛将，远夺戎虏场。到今事反覆，故老泪万行。龟蒙不复见，况乃怀旧乡。肺萎属久战，骨出热中肠。忧来杖匣剑，更上林北冈。瘴毒猿鸟落，峡乾南日黄。秋风亦已起，江汉始如汤。登高欲有往，荡析川无梁。哀彼远征人，去家死路旁。不及祖父茔，累累冢相当。
写一首思乡诗，律诗,今日复前日，故人还故乡。草亭无恙在，闻道与刘郎。夜月江淮渡，春风薜荔墙。梦中寻路远，那得到东昌。
以战争为主题，写一首诗,京国河山百二重，无端烽火入云中。胡笳关内吹边月，汉帜城头捲塞风。惊报朝廷忧近辅，恨因锁钥失元戎。孤臣耿耿心如刺，投笔何当立战功。
请仿写李商隐的诗,地胜遗尘事，身闲念岁华。晚晴风过竹，深夜月当花。石乱知泉咽，苔荒任径斜。陶然恃琴酒，忘却在山家。
续写律诗，扪萝攀蹬步欹危,历览幽岩骇怪奇。泉石膏肓传亦久，神仙窟宅到何迟。真人鹿引非无路，洞府龙升自有时。但觉尘缘挹绝景，踌躇落笔愧题诗。
请仿写刘禹锡的诗,凤池西畔图书府，玉树玲珑景气闲。长听馀风送天乐，时登高阁望人寰。青山云绕栏干外，紫殿香来步武间。曾是先贤翔集地，每看壁记一惭颜。
创作一首思乡诗，律诗,重作滇云万里征，归途却喜遇春晴。一筇历历记行店，双堠频频减去程。岭上闻猿孤枕泪，壁间见蝎故乡情。乌蒙瘴雾昏眸久，想对江花眼倍明。
以一曲悲歌酒一尊为出句，续写律诗,同年零落几人存。世如阅水应堪叹，名是浮云岂足论。各从仕禄休明代，共感平生知己恩。今日与君重上处，龙门不是旧龙门。
请仿写白居易的诗,有花有酒有笙歌，其奈难逢亲故何。近海饶风春足雨，白须太守闷时多。
以失意为主题，写一首律诗,寻师在秋半，忽忽到馀冬。一别榄溪曲，相思荔水踪。荒村围杂树，净室隐深松。犹忆过谈处，微言咒钵龙。
以旧许星车转为出句，续写律诗,神京祖帐开。断烟伤别望，零雨送离杯。辞燕依空绕，宾鸿入听哀。分襟与秋气，日夕共悲哉。
以愤怒为主题，写一首律诗,故乡极目渺云山，长啸何当拂袖还。缨冕翻为今日累，簿书那得片时閒。十年名姓通朝籍，一谪尘寰隔帝关。功业无成嗟老大，镜中消得鬓毛斑。
请仿写孟浩然的诗,川暗夕阳尽，孤舟泊岸初。岭猿相叫啸，潭嶂似空虚。就枕灭明烛，扣舷闻夜渔。鸡鸣问何处，人物是秦馀。
以流水绕双岛为出句，续写律诗,碧溪相并深。浮花拥曲处，远影落中心。闲鹭久独立，曝龟惊复沈。蘋风有时起，满谷箫韶音。
创作一首战争诗,沙场三万里，猛将五千兵。旌断冰溪戍，笳吹铁关城。阴云暮下雪，寒日昼无晶。直为怀恩苦，谁知边塞情。
创作一首思乡诗,书云初罢雪濛濛，岁岁阳生景略同。对酒总怜时屡改，论文堪羡赋争雄。他乡缥缈风尘外，俗吏驱驰怅恋中。握手与君仍几醉，夜来先梦岭云东。
请仿写李白的诗,小姑织白纻，未解将人语。大嫂采芙蓉，溪湖千万重。长兄行不在，莫使外人逢。愿学秋胡妇，贞心比古松。
以堂邑山林美为出句，续写律诗,朝恩晦日游。园亭含淑气，竹树绕春流。舞席千花妓，歌船五彩楼。群欢与王泽，岁岁满皇州。
创作一首思乡诗,马足知人意，骎骎不少留。路回山斗转，沙漫水平流。雪底青春动，林梢赤气浮。故园花发早，待得到家否。
请仿写白居易的诗,牡丹芳，牡丹芳，黄金蕊绽红玉房。千片赤英霞烂烂，百枝绛点灯煌煌。照地初开锦绣段，当风不结兰麝囊。仙人琪树白无色，王母桃花小不香。宿露轻盈泛紫艳，朝阳照耀生红光。红紫二色间深浅，向背万态随低昂。映叶多情隐羞面，卧丛无力含醉妆。低娇笑容疑掩口，凝思怨人如断肠。秾姿贵彩信奇绝，杂卉乱花无比方。石竹金钱何细碎，芙蓉芍药苦寻常。遂使王公与乡士，游花冠盖日相望。庳车软舆贵公主，香衫细马豪家郎。卫公宅静闭东院，西明寺深开北廊。戏蝶双舞看人久，残莺一声春日长。共愁日照芳难驻，仍张帷幕垂阴凉。花开花落二十日，一城之人皆若狂。三代以还文胜质，人心重华不重实。重华直至牡丹芳，其来有渐非今日。元和天子忧农桑，恤下动天天降祥。去岁嘉禾生九穗，田中寂莫无人至。今年瑞麦分两岐，君心独喜无人知。无人知，可叹息。我愿暂求造化力，减却牡丹妖艳色。少回乡士爱花心，同似吾君忧稼穑。
以碧溪行几折为出句，续写律诗,凝棹宿汀沙。角断孤城掩，楼深片月斜。夜桥昏水气，秋竹静霜华。更想曾题壁，凋零可叹嗟。
请仿写杜甫的诗,心在水精域，衣沾春雨时。洞门尽徐步，深院果幽期。到扉开复闭，撞钟斋及兹。醍醐长发性，饮食过扶衰。把臂有多日，开怀无愧辞。黄鹂度结构，紫鸽下罘罳。愚意会所适，花边行自迟。汤休起我病，微笑索题诗。
以愁绪为主题，写一首诗,游子频年栖汉庭，又看春事落阶蓂。乾坤双眼逢人日，江海孤槎是客星。病起鬓毛知汝白，愁边杨柳为谁青。风烟况复音书隔，向夕征鸿不可听。
续写律诗，吾爱崔秋浦,宛然陶令风。门前五杨柳，井上二梧桐。山鸟下厅事，檐花落酒中。怀君未忍去，惆怅意无穷。
以蜀都春色渐离披为出句，续写律诗,梦断云空事莫追。宫阙一城荒作草，王孙犹自醉如泥。谁家玉笛吹残照，柳市金丝拂旧堤。可惜锦江无锦濯，海棠花下杜鹃啼。
续写律诗，偶持麟笔侍金闺,梦想三年在故溪。祖竹定欺檐雪折，稚杉应拂栋云齐。谩劳筋力趋丹凤，可有文词咏碧鸡。此别更无闲事嘱，北山高处谢猿啼。
续写律诗，来朝当路日,承诏改辕时。再领须句国，仍迁少昊司。暖风抽宿麦，清雨卷归旗。赖寄新珠玉，长吟慰我思。
创作一首愁绪诗，律诗,洞口风生薜荔香，万松阴护佛龛凉。禅僧独对青山老，游子贪依慧日长。世故极知俱幻想，安心何用觅奇方。探幽笑我真成癖，一滴甘泉合试尝。
续写律诗，□□□□□□□,□□□□□□□。风里浪花吹更白，雨中山色洗还青。海鸥聚处窗前见，林狖啼时枕上听。此际自然无限趣，王程不敢暂留停。
请仿写白居易的诗,濠梁庄惠谩相争，未必人情知物情。獭捕鱼来鱼跃出，此非鱼乐是鱼惊。
写一首田园诗，律诗,湖陂青草雨馀时，草里笙歌也自奇。卜岁预应知水旱，向人何必为公私。坐来杂遝春声乱，数不分明夜漏迟。老我山村方习静，可堪惊断梦中诗。
写一首想家诗,春来相见一何稽，病里相思意欲迷。雨洗碧桃三月尽，风吹落日五湖西。眼中人物如公少，乡里声名愧我齐。老大未忘乘驷马，仙桥待与长卿题。
续写律诗，粗衣粝食老烟霞,勉把衰颜惜岁华。独鹤秪为山客伴，闲云常在野僧家。丛生嫩蕨黏松粉，自落乾薪带藓花。明月清风旧相得，十年归恨可能赊。
写一首思乡诗,乾坤倦游行将归，损山容益水光肥。片云帆侧不能影，木叶天际知己飞。游子去妻百交感，战伐渔樵双息机。驱除姝暖返肃爽，禁愁为惜素心违。
请仿写白居易的诗,竹寺初晴日，花塘欲晓春。野猿疑弄客，山鸟似呼人。酒嫩倾金液，茶新碾玉尘。可怜幽静地，堪寄老慵身。
以思乡为主题，写一首诗,北望京华南望乡，今朝颠倒著衣裳。梦魂来往各千里，骨肉飘流非一方。架上任从书卷乱，筵前不放酒杯狂。客中元日真无赖，矮?裁诗细作行。
写一首思乡诗，律诗,聚散时来不自由，相逢相别欲何尤。韦皋况有三年约，陶谷端非一日谋。残角为谁惊晓梦，远山多事惹春愁。故园又作骊驹赋，尚幸持觞为劝留。
以不遇修寺日为出句，续写律诗,无钱入影堂。故来空礼拜，临去重添香。僧得名难近，灯传火已长。发心依止后，借住有邻房。
写一首怀人诗，律诗,归休兴若何，朱绂尽还他。自有园林阔，谁争山水多。村烟晴莽苍，僧磬晚嵯峨。野醉题招隐，相思可寄么。
续写绝句，百尺古松松下寺,宝幡朱盖画珊珊。闲庭甘露几回落，青石绿苔犹未乾。
续写绝句，红花半落燕于飞,同客长安今独归。一纸乡书报兄弟，还家羞著别时衣。
写一首思乡诗，律诗,丈夫志壮将行日，游子颜增已别时。风土异人惊远梦，烟波牵缆结长思。承家有赖箕裘业，爱尔无为轻薄儿。万里寄书书未尽，愿言常取昔贤师。
以待月东林月正圆为出句，续写律诗,广庭无树草无烟。中秋云尽出沧海，半夜露寒当碧天。轮彩渐移金殿外，镜光犹挂玉楼前。莫辞达曙殷勤望，一堕西岩又隔年。
